or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,sec_exhibit_count,sec_any_price,sec_any_patent_asset_sale,sec_best_doc_class,sec_best_cik,sec_best_accession,sec_best_document,sec_best_description,sec_best_sec_url,sec_best_transaction_type,sec_best_price_scope,sec_best_price_kind,sec_best_is_patent_asset_sale,sec_best_price_disclosed,sec_best_price_value,sec_best_currency,sec_best_price_raw,sec_best_price_sentence,sec_best_price_unit,sec_best_patent_sale_sentence,sec_best_notes,sec_best_cik_url,sec_best_acc_url,sec_best_cik_norm,sec_best_accession_norm,sec_best_match_rule,sec_best_sec_any_price,sec_best_sec_any_patent_asset_sale,sec_best_type_prio,sec_best_has_sentence,sec_best_sent_len
GARDNER MARK I,ADVANCED MICRO DEVICES INC,1997-12-17,21,nan,2488,416,2488,1997-09-18,1998-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAUTHIER ROBERT J JR,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,nan,51143,417,51143,2014-08-19,2015-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE FINANCIAL ASSURANCE HOLDINGS INC,GENWORTH FINANCIAL INC,2004-05-24,85,1397911,1276520,418,1397911,2004-02-24,2004-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE MEDICAL SYSTEMS GLOBAL TECHNOLOGY COMPANY LLC,GENERAL ELECTRIC COMPANY,2003-03-31,75,nan,40545,419,40545,2002-12-31,2003-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE WANGMAO,AGENSYS INC,2002-05-06,40,nan,924383,420,924383,2002-02-05,2002-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEMELOS GEORGE,NATERA INC,2015-04-17,30,nan,1604821,421,1604821,2015-01-17,2015-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL ELECTRIC COMPANY,ABB SCHWEIZ AG,2018-07-20,28,40545,nan,422,40545,2018-04-21,2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL ELECTRIC COMPANY,BAKER HUGHES A GE COMPANY LLC,2017-07-03,26,40545,nan,423,40545,2017-04-04,2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL ELECTRIC COMPANY,GE GLOBAL SOURCING LLC,2018-11-01,92,40545,nan,424,40545,2018-08-03,2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL ELECTRIC COMPANY,GE GLOBAL SOURCING LLC,2019-02-25,29,40545,nan,425,40545,2018-11-27,2019-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL ELECTRIC COMPANY,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,2020-03-20,22,40545,nan,426,40545,2019-12-21,2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL ELECTRIC COMPANY,HAIER US APPLIANCE SOLUTIONS INC,2016-06-06,49,40545,nan,427,40545,2016-03-08,2016-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL ELECTRIC COMPANY,SABIC INNOVATIVE PLASTICS IP BV,2007-08-31,21,40545,nan,428,40545,2007-06-02,2007-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO LABS INC,GEO ACQUISITION CORP,1999-12-21,33,nan,1998781,429,1998781,1999-09-22,2000-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GERHARD ADRIAN C,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-19,24,nan,51143,430,51143,2014-08-21,2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHOSH KOUSHIK,EASTMAN CHEMICAL COMPANY,2019-09-10,25,nan,915389,431,915389,2019-06-12,2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIBSON ALEX OCONNOR,FORD GLOBAL TECHNOLOGIES LLC,2013-02-20,31,nan,932021,432,932021,2012-11-22,2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIEGEL JOSHUA,HYPERLOOP TECHNOLOGIES INC,2016-01-26,24,nan,1321834,433,1321834,2015-10-28,2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILEAD PHARMASSET LLC,GILEAD SCIENCES INC,2021-10-20,38,nan,882095,434,882095,2021-07-22,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILEAD SCIENCES INC,GILEAD PHARMASSET LLC,2014-04-11,20,882095,nan,435,882095,2014-01-11,2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILMORE STEVEN,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,20,nan,932021,436,932021,2017-10-12,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOVER KRISTOPHER,GANART TECHNOLOGIES INC,2010-01-13,21,nan,1321834,437,1321834,2009-10-15,2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMEDELAWARE 2 LLC,GLOBUS MEDICAL INC,2015-11-30,36,nan,1237831,438,1237831,2015-09-01,2016-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNUBIO INC,BIORAD LABORATORIES INC,2017-05-08,21,nan,12208,439,12208,2017-02-07,2017-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOKHALE PARAG,COMMVAULT SYSTEMS INC,2008-05-12,32,nan,1169561,440,1169561,2008-02-12,2008-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOKHALE PARAG,COMMVAULT SYSTEMS INC,2008-09-12,28,nan,1169561,441,1169561,2008-06-14,2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDFINGER TECHNOLOGIES LLC,AKRION TECHNOLOGIES INC,2006-01-25,50,nan,1964979,442,1964979,2005-10-27,2006-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD TECHNOLOGY SOFTWARE INC,GOOD TECHNOLOGY HOLDINGS LIMITED,2016-05-27,25,1779474,nan,443,1779474,2016-02-27,2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOODE PAUL V,DEXCOM INC,2005-03-28,27,nan,1093557,444,1093557,2004-12-28,2005-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOODE PAUL V JR,DEXCOM INC,2004-01-12,54,nan,1093557,445,1093557,2003-10-14,2004-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRACENOTE INC,ROKU INC,2021-04-15,34,nan,1428439,446,1428439,2021-01-15,2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRADY LEO,HEARTFLOW INC,2017-02-16,23,nan,1464521,447,1464521,2016-11-18,2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAKE JAMES,FORD GLOBAL TECHNOLOGIES LLC,2017-01-30,31,nan,932021,448,932021,2016-11-01,2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAKE JAMES,FORD GLOBAL TECHNOLOGIES LLC,2019-03-21,30,nan,932021,449,932021,2018-12-21,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAY WILLIAM J,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-12,20,nan,4962,450,4962,2004-04-13,2004-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENBERGER JEREMY A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-08-25,23,nan,51143,451,51143,2014-05-27,2014-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENE LESLIE ANN,ATYR PHARMA INC,2013-07-11,40,nan,1339970,452,1339970,2013-04-12,2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREINER DAN F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-10,22,nan,51143,453,51143,2007-10-12,2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIFFITHS PAUL G,INTUITIVE SURGICAL OPERATIONS INC,2015-09-25,20,nan,1035267,454,1035267,2015-06-27,2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROENSMA YPE,TECHNOLOGIES HOLDINGS CORP,2011-04-26,55,nan,2186,455,2186,2011-01-26,2011-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROHMAN WOJCIECH,LENNOX INDUSTRIES INC,2009-10-20,26,nan,72162,456,72162,2009-07-22,2010-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROTE EDWIN MICHAEL,PIONEER HIBRED INTERNATIONAL INC,2011-02-24,20,nan,105319,457,105319,2010-11-26,2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRUBSTEIN KATHERINE YERRE,DEXCOM INC,2014-12-16,22,nan,1093557,458,1093557,2014-09-17,2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSCHWIND MICHAEL KARL,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-01-22,25,nan,51143,459,51143,2013-10-24,2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU YOUNG MO,LG ELECTRONICS INC,2001-08-08,26,nan,2058873,460,2058873,2001-05-10,2001-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARRAIA MARK JOSEPH,BECTON DICKINSON AND COMPANY,2012-05-16,20,nan,10795,461,10795,2012-02-16,2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUPTA LOKESH M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2012-12-06,20,nan,51143,462,51143,2012-09-07,2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSTAFSON GARY,FORMA THERAPEUTICS INC,2016-06-16,20,nan,1001316,463,1001316,2016-03-18,2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUTIERREZ ROMAN C,TESSERA MEMS TECHNOLOGIES INC,2010-11-10,22,nan,1321834,464,1321834,2010-08-12,2011-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA JIUG,LG ELECTRONICS INC,2020-01-08,24,nan,2058873,465,2058873,2019-10-10,2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA YOUNGSOO,LG ELECTRONICS INC,2013-07-22,20,nan,2058873,466,2058873,2013-04-23,2013-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA YOUNGSOO,LG ELECTRONICS INC,2017-03-10,32,nan,2058873,467,2058873,2016-12-10,2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA YOUNGSOO,LG ELECTRONICS INC,2020-02-07,37,nan,2058873,468,2058873,2019-11-09,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAGGERTY KATHLEEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-25,24,nan,4962,469,4962,2006-07-27,2007-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAGGERTY KATHLEEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2008-03-10,29,nan,4962,470,4962,2007-12-11,2008-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMBALI GREGORI G,KERRYS BROMELIAD NURSERY INC DBA TWYFORD INTERNATIONAL,2007-01-17,20,nan,105319,471,105319,2006-10-19,2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN JONGHEE,LG ELECTRONICS INC,2013-07-19,20,nan,2058873,472,2058873,2013-04-20,2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN JONGKI,SK TELECOM CO LTD,2013-06-03,31,nan,1015650,473,1015650,2013-03-05,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN SONGYI,LG ELECTRONICS INC,2016-12-29,27,nan,2058873,474,2058873,2016-09-30,2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN SUNGKYONG,LG ELECTRONICS INC,2020-01-08,24,nan,2058873,475,2058873,2019-10-10,2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANEY WILLIAM,DRAGONFLY THERAPEUTICS INC,2019-09-18,31,nan,1001316,476,1001316,2019-06-20,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANGZHOU H3C TECHNOLOGIES CO LTD,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2016-05-01,63,nan,1645590,477,1645590,2016-02-01,2016-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANKEY M EVANS,APPLE INC,2014-12-12,21,nan,320193,478,320193,2014-09-13,2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANKEY M EVANS,APPLE INC,2015-01-31,39,nan,320193,479,320193,2014-11-02,2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANKEY M EVANS,APPLE INC,2020-08-18,20,nan,320193,480,320193,2020-05-20,2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANKEY M EVANS,APPLE INC,2020-12-14,27,nan,320193,481,320193,2020-09-15,2021-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARNEJA SANCHAY,CISCO TECHNOLOGY INC,2017-08-11,33,nan,1779474,482,1779474,2017-05-13,2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASHIMOTO AKIHIRO,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,nan,1691082,483,1691082,2015-12-12,2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAUBERG JONATHAN C,DAYTON TECHNOLOGIES INC,2000-04-06,29,nan,1321834,484,1321834,2000-01-07,2000-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAWAII BIOTECH INC,CARDAX PHARMACEUTICALS INC,2006-08-08,29,nan,1691082,485,1691082,2006-05-10,2006-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCA HEALTHCARE INC,CHCA INC,2019-11-18,23,860730,nan,486,860730,2019-08-20,2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEADWAY TECHNOLOGIES INC,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD,2019-02-04,60,1321834,1046179,487,1321834,2018-11-06,2019-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAP ANTHONY H,GM GLOBAL TECHNOLOGY OPERATIONS INC,2008-09-16,24,nan,1779474,488,1779474,2008-06-18,2008-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEFFNER ELLIOT LEE,PIONEER HIBRED INTERNATIONAL INC,2020-03-19,24,nan,105319,489,105319,2019-12-20,2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENDRY HENDRY,LG ELECTRONICS INC,2014-03-15,20,nan,2058873,490,2058873,2013-12-15,2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENDRY HENDRY,LG ELECTRONICS INC,2014-03-17,29,nan,2058873,491,2058873,2013-12-17,2014-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENDRY HENDRY,LG ELECTRONICS INC,2022-01-05,44,nan,2058873,492,2058873,2021-10-07,2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENKE GARY EDWARD,PIONEER HIBRED INTERNATIONAL INC,2011-02-22,20,nan,105319,493,105319,2010-11-24,2011-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENKE GARY EDWARD,PIONEER HIBRED INTERNATIONAL INC,2020-03-07,20,nan,105319,494,105319,2019-12-08,2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENRY JOSHUA,FORD GLOBAL TECHNOLOGIES LLC,2019-01-24,23,nan,932021,495,932021,2018-10-26,2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HERMES MICROVISION INC,HERMES MICROVISION INCORPORATED BV,2018-12-19,67,65770,nan,496,65770,2018-09-20,2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,ENTIT SOFTWARE LLC,2017-03-02,151,1645590,nan,497,1645590,2016-12-02,2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,ENTIT SOFTWARE LLC,2017-04-05,23,1645590,nan,498,1645590,2017-01-05,2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEWLETTPACKARD DEVELOPMENT COMPANY LP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2015-10-02,91,nan,1645590,499,1645590,2015-07-04,2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEWLETTPACKARD DEVELOPMENT COMPANY LP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2015-10-27,1380,nan,1645590,500,1645590,2015-07-29,2016-01-25,13.0,1.0,1.0,likely_m&a_or_asset,1645590.0,110465916123518.0,a16-12150_2ex2d1.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/1645590/000110465916123518/a16-12150_2ex2d1.htm,merger_equity,entire_firm,per_share_consideration,1.0,1.0,0.01,USD,$0.01,"Without limiting the generality of the foregoing, during the Interim Period, except with respect to the Excluded Assets and the Excluded Liabilities, as contemplated by this Agreement (including as set forth in Section 7.2(a) of the Everett Disclosure Schedule), the Reorganization or the Transaction Documents, as consented to by Chicago in writing (which consent shall not be unreasonably withheld, conditioned, delayed or denied), or as required by Law, Houston shall not, solely with respect to 69 the Everett Entities or the Everett Business and excluding the Excluded Assets and the Excluded Liabilities, and shall cause the Everett Entities not to: (i) amend or modify the Organizational Documents of any of the Everett Entities, other than an amendment to the certificate of incorporation of ",per_share,“ Everett Owned Intellectual Property ” means the Transferred IP.,Price relates to merger/equity consideration; IP is bundled.,1645590,000110465916123518,1645590,000110465916123518,cik+midpoint,1.0,1.0,3.0,1.0,800.0
HGST NETHERLANDS BV,WESTERN DIGITAL TECHNOLOGIES INC,2016-08-31,108,nan,1321834,501,1321834,2016-06-02,2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGHLAND THERAPEUTICS INC,IRONSHORE PHARMACEUTICALS DEVELOPMENT INC,2013-11-14,20,1001316,1691082,502,1001316,2013-08-16,2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HILL MATTHEW,NATERA INC,2015-04-17,33,nan,1604821,503,1604821,2015-01-17,2015-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORX INC,NOVARTIS AG,2014-12-18,21,nan,1114448,504,1114448,2014-09-19,2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITACHI DISPLAYS LTD,HITACHI DISPLAYS LTD,2010-06-30,55,47710,47710,505,47710,2010-04-01,2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITACHI DISPLAYS LTD,IPS ALPHA SUPPORT CO LTD,2010-06-30,65,47710,nan,506,47710,2010-04-01,2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITACHI LTD,ELPIDA MEMORY INC,2006-06-14,22,47710,nan,507,47710,2006-03-16,2006-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITACHI LTD,HITACHI MEDICAL CORPORATION,1993-09-14,23,47710,nan,508,47710,1993-06-16,1993-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITACHI LTD,HITACHI MEDICAL CORPORATION,1994-01-25,42,47710,nan,509,47710,1993-10-27,1994-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITACHI LTD,RENESAS TECHNOLOGY CORP,2003-09-12,20,47710,nan,510,47710,2003-06-14,2003-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITACHI LTD,RENESAS TECHNOLOGY CORPORATION,2003-09-12,133,47710,nan,511,47710,2003-06-14,2003-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOENIG JULIAN,APPLE INC,2014-12-08,22,nan,320193,512,320193,2014-09-09,2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOENIG JULIAN,APPLE INC,2015-01-19,42,nan,320193,513,320193,2014-10-21,2015-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFMAN HENK,TECHNOLOGIES HOLDINGS CORP,2011-04-20,35,nan,2186,514,2186,2011-01-20,2011-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFMAN HENK,TECHNOLOGIES HOLDINGS CORP,2012-04-11,51,nan,2186,515,2186,2012-01-12,2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLBROOK ARTHUR MARTIN,GANART TECHNOLOGIES INC,2010-01-13,21,nan,1321834,516,1321834,2009-10-15,2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLLAND SACHA J,RIGEL PHARMACEUTICALS INC,2003-03-04,20,nan,1034842,517,1034842,2002-12-04,2003-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLLOWAY LEE HAHN,CLOUDFLARE INC,2010-11-04,23,nan,1477333,518,1477333,2010-08-06,2011-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLTEC INTERNATIONAL INC,SMR LLC,2014-01-08,20,105319,nan,519,105319,2013-10-10,2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONEYWELL INTERNATIONAL INC,ADEMCO INC,2018-07-29,59,773840,nan,520,773840,2018-04-30,2018-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONEYWELL INTERNATIONAL INC,FINISAR CORPORATION,2004-03-01,32,773840,nan,521,773840,2003-12-02,2004-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONG FEI,ATYR PHARMA INC,2013-07-11,36,nan,1339970,522,1339970,2013-04-12,2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONG HO TAEK,LG ELECTRONICS INC,2006-09-29,24,nan,2058873,523,2058873,2006-07-01,2006-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONG HO TAEK,LG ELECTRONICS INC,2008-08-14,31,nan,2058873,524,2058873,2008-05-16,2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONG JIPYO,LG ELECTRONICS INC,2019-10-28,23,nan,2058873,525,2058873,2019-07-30,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONG SUNGRYONG,LG ELECTRONICS INC,2015-12-22,23,nan,2058873,526,2058873,2015-09-23,2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONG SUNGRYONG,LG ELECTRONICS INC,2016-04-04,25,nan,2058873,527,2058873,2016-01-05,2016-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOKER DAVID,GANART TECHNOLOGIES INC,2010-01-15,21,nan,1321834,528,1321834,2009-10-17,2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSSEINIMAKAREM ZAHRA,MICRON TECHNOLOGY INC,2021-02-14,20,nan,723125,529,723125,2020-11-16,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWARTH RICHARD P,APPLE COMPUTER INC,2005-10-18,22,nan,320193,530,320193,2005-07-20,2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWARTH RICHARD P,APPLE INC,2007-12-17,34,nan,320193,531,320193,2007-09-18,2008-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWARTH RICHARD P,APPLE INC,2014-12-08,22,nan,320193,532,320193,2014-09-09,2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWARTH RICHARD P,APPLE INC,2015-01-20,43,nan,320193,533,320193,2014-10-22,2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWARTH RICHARD P,APPLE INC,2020-08-25,20,nan,320193,534,320193,2020-05-27,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPM INC,METROPOLITAN LIFE INSURANCE COMPANY,1990-08-01,20,47217,nan,535,47217,1990-05-03,1990-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR ASSET HOLDINGS INC,YANICKLO TECHNOLOGY LIMITED LIABILITY COMPANY,2010-02-04,41,2026353,nan,536,2026353,2009-11-06,2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSU KEN Y,ST FRANCIS MEDICAL TECHNOLOGIES INC,2006-12-03,24,nan,1321834,537,1321834,2006-09-04,2007-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBBARD JOSHUA W,CORNERSTONE CM INC,2014-11-11,21,nan,814083,538,814083,2014-08-13,2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBERT RENE S,AGENSYS INC,2002-05-04,51,nan,924383,539,924383,2002-02-03,2002-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUFFER STARLA D,INTERNATIONAL BRAKE INDUSTRIES INC,1994-04-06,26,nan,105319,540,105319,1994-01-06,1994-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUFFSTETLER GARY,BROYHILL FURNITURE INDUSTRIES INC,2003-06-20,24,nan,72162,541,72162,2003-03-22,2003-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUFFSTETLER GARY,BROYHILL FURNITURE INDUSTRIES INC,2004-03-25,20,nan,72162,542,72162,2003-12-26,2004-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUH BYUNGMU,LG ELECTRONICS INC,2016-12-01,31,nan,2058873,543,2058873,2016-09-02,2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUH BYUNGMU,LG ELECTRONICS INC,2017-06-01,22,nan,2058873,544,2058873,2017-03-03,2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUH BYUNGMU,LG ELECTRONICS INC,2017-07-01,33,nan,2058873,545,2058873,2017-04-02,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWANG JUNGBAE,LG ELECTRONICS INC,2017-04-26,25,nan,2058873,546,2058873,2017-01-26,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWANG JUNGBAE,LG ELECTRONICS INC,2017-05-06,33,nan,2058873,547,2058873,2017-02-05,2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWANG MANTAE,LG ELECTRONICS INC,2017-04-26,25,nan,2058873,548,2058873,2017-01-26,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWCES INTERNATIONAL,HWC ENERGY SERVICES INC,2006-02-28,27,nan,1699039,549,1699039,2005-11-30,2006-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYDRA BIOSCIENCES INC,ELI LILLY AND COMPANY,2018-12-14,30,1863127,nan,550,1863127,2018-09-15,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
