cik,accession,document,description,type,doc_class
110471,000090572907000103,wwwex106_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.6 TO FORM 10-K,EX-10.6,material_contract_other
110471,000090572907000103,wwwex107_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.7 TO FORM 10-K,EX-10.7,material_contract_other
110471,000090572907000103,wwwex108_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.8 TO FORM 10-K,EX-10.8,material_contract_other
110471,000090572907000103,wwwex1013_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.13 TO FORM 10-K,EX-10.13,material_contract_other
110471,000090572907000103,wwwex1014_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.14 TO FORM 10-K,EX-10.14,material_contract_other
110471,000090572907000103,wwwex1015_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.15 TO FORM 10-K,EX-10.15,material_contract_other
110471,000090572907000103,wwwex1016_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.16 TO FORM 10-K,EX-10.16,material_contract_other
110471,000090572907000103,wwwex21_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 21 TO FORM 10-K,EX-21,other
110471,000090572907000103,wwwex23_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 23 TO FORM 10-K,EX-23,other
110471,000090572907000103,wwwex24_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 24 TO FORM 10-K,EX-24,other
110471,000090572907000103,wwwex311_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-K,EX-31.1,other
110471,000090572907000103,wwwex312_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-K,EX-31.2,other
110471,000090572907000103,wwwex32_022807.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-K,EX-32,other
110471,000090572907000103,0000905729-07-000103.txt,Complete submission text file,,other
110471,000090572908000416,www8k_101508.htm,WOLVERINE WORLD WIDE FORM 8-K - 10-15-08,8-K,other
110471,000090572908000416,wwwex31_101508.htm,WOLVERINE WORLD WIDE EXHIBIT 3.1 TO FORM 8-K,EX-3.1,other
110471,000090572908000416,0000905729-08-000416.txt,Complete submission text file,,other
110471,000090572907000363,www8k_083007.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 08-30-07",8-K,other
110471,000090572907000363,0000905729-07-000363.txt,Complete submission text file,,other
110471,000090572904000055,www8k020404.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572904000055,www8kex991020404.htm,WOLIVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99,other
110471,000090572904000055,image26.gif,GRAPHIC,GRAPHIC,other
110471,000090572904000055,0000905729-04-000055.txt,Complete submission text file,,other
110471,000090572905000396,www8k_121605.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572905000396,wwwex991_121605.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572905000396,image26.gif,GRAPHIC,GRAPHIC,other
110471,000090572905000396,0000905729-05-000396.txt,Complete submission text file,,other
110471,000090572908000419,www10q_101608.htm,WOLVERINE WORLD WIDE FORM 10-Q - 10-16-08,10-Q,other
110471,000090572908000419,wwwex311_101608.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572908000419,wwwex312_101608.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572908000419,wwwex32_101608.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572908000419,0000905729-08-000419.txt,Complete submission text file,,other
110471,000090572905000161,www8k_042505.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 04-25-05",8-K,other
110471,000090572905000161,wwwex101_042505.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.1 TO FORM 8-K",EX-10.1,material_contract_other
110471,000090572905000161,0000905729-05-000161.txt,Complete submission text file,,other
110471,000090572907000146,www8k_041807.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572907000146,wwwex991_041807.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572907000146,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572907000146,0000905729-07-000146.txt,Complete submission text file,,other
110471,000090572906000222,www10q_050406.htm,WOLVERINE WORLD WIDE FORM 10-Q,10-Q,other
110471,000090572906000222,wwwex311_050406.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572906000222,wwwex312_050406.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572906000222,wwwex32_050406.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572906000222,0000905729-06-000222.txt,Complete submission text file,,other
110471,000090572905000124,www10k_031605.htm,"WOLVERINE WORLD WIDE, INC. FORM 10-K 03-17-05",10-K,other
110471,000090572905000124,wwwex47_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 4.7 TO FORM 10-K",EX-4.7,other
110471,000090572905000124,wwwex413_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 4.13 TO FORM 10-K",EX-4.13,other
110471,000090572905000124,wwwex414_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 4.14 TO FORM 10-K",EX-4.14,other
110471,000090572905000124,wwwex105_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.5 TO FORM 10-K",EX-10.5,material_contract_other
110471,000090572905000124,wwwex1014_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.14 TO FORM 10-K",EX-10.14,material_contract_other
110471,000090572905000124,wwwex1017_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.17 TO FORM 10-K",EX-10.17,material_contract_other
110471,000090572905000124,wwwex1018_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.18 TO FORM 10-K",EX-10.18,material_contract_other
110471,000090572905000124,wwwex1023_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 10.23 TO FORM 10-K",EX-10.23,material_contract_other
110471,000090572905000124,wwwex21_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 21 TO FORM 10-K",EX-21,other
110471,000090572905000124,wwwex23_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 23 TO FORM 10-K",EX-23,other
110471,000090572905000124,wwwex24_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 24 TO FORM 10-K",EX-24,other
110471,000090572905000124,wwwex311_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 31.1 TO FORM 10-K",EX-31.1,other
110471,000090572905000124,wwwex312_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 31.2 TO FORM 10-K",EX-31.2,other
110471,000090572905000124,wwwex32_031605.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 32 TO FORM 10-K",EX-32,other
110471,000090572905000124,0000905729-05-000124.txt,Complete submission text file,,other
110471,000090572900500012,www10q.htm,FORM 10-Q,10-Q,other
110471,000090572900500012,wwwex27.xfd,EXHIBIT 27,EX-27,other
110471,000090572900500012,0000905729-00-500012.txt,Complete submission text file,,other
110471,000090572900000162,0000905729-00-000162-d1.html,,10-K,other
110471,000090572900000162,0000905729-00-000162-d2.html,,EX-4,other
110471,000090572900000162,0000905729-00-000162-d3.html,,EX-10,material_contract_other
110471,000090572900000162,0000905729-00-000162-d4.html,,EX-21,other
110471,000090572900000162,0000905729-00-000162-d5.html,,EX-23,other
110471,000090572900000162,0000905729-00-000162-d6.html,,EX-24,other
110471,000090572900000162,nan,ART. 5 FDS FOR FORM 10-K,EX-27,other
110471,000090572900000162,0000905729-00-000162.txt,Complete submission text file,,other
110471,000090572908000096,www10k_022608.htm,WOLVERINE WORLD WIDE FORM 10-K - 02-26-08,10-K,other
110471,000090572908000096,wwwex109_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 10.9 TO FORM 10-K,EX-10.9,material_contract_other
110471,000090572908000096,wwwex1012_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 10.12 TO FORM 10-K,EX-10.12,material_contract_other
110471,000090572908000096,wwwex1013_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 10.13 TO FORM 10-K,EX-10.13,material_contract_other
110471,000090572908000096,wwwex1016_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 10.16 TO FORM 10-K,EX-10.16,material_contract_other
110471,000090572908000096,wwwex1017_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 10.17 TO FORM 10-K,EX-10.17,material_contract_other
110471,000090572908000096,wwwex1027_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 10.27 TO FORM 10-K,EX-10.27,material_contract_other
110471,000090572908000096,wwwex21_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 21 TO FORM 10-K,EX-21,other
110471,000090572908000096,wwwex23_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 23 TO FORM 10-K,EX-23,other
110471,000090572908000096,wwwex24_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 24 TO FORM 10-K,EX-24,other
110471,000090572908000096,wwwex311_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-K,EX-31.1,other
110471,000090572908000096,wwwex312_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-K,EX-31.2,other
110471,000090572908000096,wwwex32_022608.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-K,EX-32,other
110471,000090572908000096,image35.gif,GRAPHIC,GRAPHIC,other
110471,000090572908000096,0000905729-08-000096.txt,Complete submission text file,,other
110471,000090572906000305,www8k_071206.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572906000305,wwwex991_071206.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572906000305,image26.gif,GRAPHIC,GRAPHIC,other
110471,000090572906000305,0000905729-06-000305.txt,Complete submission text file,,other
110471,000090572908000322,www8k_070908.htm,WWW FORM 8-K - 07-09-08,8-K,other
110471,000090572908000322,wwwex991_070908.htm,WWW EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572908000322,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572908000322,0000905729-08-000322.txt,Complete submission text file,,other
110471,000090572907000032,www8k_013107.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572907000032,wwwex991_013107.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572907000032,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572907000032,0000905729-07-000032.txt,Complete submission text file,,other
110471,000090572903000343,www8k093003.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K",8-K,other
110471,000090572903000343,wwwex991_093003.htm,"WOLVERINE WORLD WIDE, INC. EXHIBIT 99.1",EX-99.1,other
110471,000090572903000343,image26.gif,"WOLVERINE WORLD WIDE, INC. GRAPHIC",GRAPHIC,other
110471,000090572903000343,0000905729-03-000343.txt,Complete submission text file,,other
110471,000090572905000252,www8k2_071305.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 07-13-05",8-K,other
110471,000090572905000252,0000905729-05-000252.txt,Complete submission text file,,other
110471,000090572906000199,www8k_042606.htm,WWW FORM 8-K - 04-26-06,8-K,other
110471,000090572906000199,0000905729-06-000199.txt,Complete submission text file,,other
110471,000090572908000181,www8k_041608.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572908000181,wwwex991_041608.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572908000181,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572908000181,0000905729-08-000181.txt,Complete submission text file,,other
110471,000090572908000111,www8k_031208.htm,"WOLVERINE WORLD WIDE, INC., FORM 8-K - 03-12-08",8-K,other
110471,000090572908000111,0000905729-08-000111.txt,Complete submission text file,,other
110471,000095015209000132,k47260e8vk.htm,FORM 8-K,8-K,other
110471,000095015209000132,k47260exv99w1.htm,EX-99.1,EX-99.1,other
110471,000095015209000132,k47260k4726001.gif,GRAPHIC,GRAPHIC,other
110471,000095015209000132,0000950152-09-000132.txt,Complete submission text file,,other
110471,000090572900000212,0000905729-00-000212-d1.html,,10-Q,other
110471,000090572900000212,nan,ART. 5 FDS FOR 1ST QUARTER FORM 10-Q,EX-27,other
110471,000090572900000212,0000905729-00-000212.txt,Complete submission text file,,other
110471,000090572907000475,www8k_121807.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572907000475,0000905729-07-000475.txt,Complete submission text file,,other
110471,000090572906000319,www10q_072706.htm,WOLVERINE WORLD WIDE FORM 10-Q,10-Q,other
110471,000090572906000319,wwwex311_072706.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572906000319,wwwex312_072706.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572906000319,wwwex32_072706.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572906000319,0000905729-06-000319.txt,Complete submission text file,,other
110471,000090572907000284,www8k_071107.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572907000284,wwwex991_071107.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572907000284,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572907000284,0000905729-07-000284.txt,Complete submission text file,,other
110471,000090572907000426,www8k_102907.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572907000426,0000905729-07-000426.txt,Complete submission text file,,other
110471,000136231009001057,c80175e8vk.htm,FORM 8-K,8-K,other
110471,000136231009001057,c80175exv99w1.htm,EXHIBIT 99.1,EX-99.1,other
110471,000136231009001057,c80175p8017501.gif,GRAPHIC,GRAPHIC,other
110471,000136231009001057,0001362310-09-001057.txt,Complete submission text file,,other
110471,000090572903000366,www10q_102103.htm,,10-Q,other
110471,000090572903000366,wwwex311_102103.htm,,EX-31.1,other
110471,000090572903000366,wwwex312_102103.htm,,EX-31.2,other
110471,000090572903000366,www321_102103.htm,,EX-32.1,other
110471,000090572903000366,0000905729-03-000366.txt,Complete submission text file,,other
110471,000090572906000179,www8k_041906.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572906000179,wwwex991_041906.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572906000179,image26.gif,GRAPHIC,GRAPHIC,other
110471,000090572906000179,0000905729-06-000179.txt,Complete submission text file,,other
110471,000090572906000311,www8k_071806.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572906000311,0000905729-06-000311.txt,Complete submission text file,,other
110471,000090572907000416,www10q_101807.htm,WOLVERINE WORLD WIDE FORM 10-Q - 10-18-07,10-Q,other
110471,000090572907000416,wwwex32bylaws_101807.htm,WOLVERINE WORLD WIDE EXHIBIT 3.2 TO FORM 10-Q,EX-3.2,other
110471,000090572907000416,wwwex101_101807.htm,WOLVERINE WORLD WIDE EXHIBIT 10.1 TO FORM 10-Q,EX-10.1,material_contract_other
110471,000090572907000416,wwwex311_101807.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572907000416,wwwex312_101807.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572907000416,wwwex32cert_101807.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572907000416,0000905729-07-000416.txt,Complete submission text file,,other
110471,000090572906000069,www8k_020806.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572906000069,wwwex991_020806.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572906000069,image26.gif,LOGO,GRAPHIC,other
110471,000090572906000069,0000905729-06-000069.txt,Complete submission text file,,other
110471,000090572905000152,www8k_042005.htm,"WOLVERINE WORLD WIDE, INC. FORM 8-K - 04-20-05",8-K,other
110471,000090572905000152,wwwex991_042005.htm,"WOLVERINE WORLD WIDE, INC. EX. 99.1 TO FORM 8-K",EX-99.1,other
110471,000090572905000152,image26.gif,"WOLVERINE WORLD WIDE, INC. GRAPHIC",GRAPHIC,other
110471,000090572905000152,0000905729-05-000152.txt,Complete submission text file,,other
110471,000090572903000429,www8k120903.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572903000429,wwwex991_120903.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99,other
110471,000090572903000429,image31.gif,WOLVERINE LOGO,GRAPHIC,other
110471,000090572903000429,0000905729-03-000429.txt,Complete submission text file,,other
110471,000090572906000405,www8k_101106.htm,WOLVERINE FORM 8-K - 10-11-06,8-K,other
110471,000090572906000405,0000905729-06-000405.txt,Complete submission text file,,other
110471,000090572907000302,www10q_072607.htm,WOLVERINE WORLD WIDE FORM 10-Q,10-Q,other
110471,000090572907000302,wwwex311_072607.htm,WOLVERINE WORLD WIDE EXHIBIT 31.1 TO FORM 10-Q,EX-31.1,other
110471,000090572907000302,wwwex312_072607.htm,WOLVERINE WORLD WIDE EXHIBIT 31.2 TO FORM 10-Q,EX-31.2,other
110471,000090572907000302,wwwex32_072607.htm,WOLVERINE WORLD WIDE EXHIBIT 32 TO FORM 10-Q,EX-32,other
110471,000090572907000302,0000905729-07-000302.txt,Complete submission text file,,other
110471,000090572908000245,www8k_051908.htm,WOLVERINE WORLD WIDE - FORM 8-K - 05-19-08,8-K,other
110471,000090572908000245,0000905729-08-000245.txt,Complete submission text file,,other
110471,000090572907000393,www8k_100307.htm,WOLVERINE WORLD WIDE FORM 8-K,8-K,other
110471,000090572907000393,wwwex991_100307.htm,WOLVERINE WORLD WIDE EXHIBIT 99.1 TO FORM 8-K,EX-99.1,other
110471,000090572907000393,image25.gif,GRAPHIC,GRAPHIC,other
110471,000090572907000393,0000905729-07-000393.txt,Complete submission text file,,other
110471,000090572908000476,www8k_121708.htm,WOLVERINE WORLD WIDE FORM 8-K - 12-17-08,8-K,other
110471,000090572908000476,wwwex101_121708.htm,WOLVERINE WORLD WIDE EXHIBIT 10.1 TO FORM 8-K,EX-10.1,material_contract_other
110471,000090572908000476,wwwex102_121708.htm,WOLVERINE WORLD WIDE EXHIBIT 10.2 TO FORM 8-K,EX-10.2,material_contract_other
110471,000090572908000476,wwwex103_121708.htm,WOLVERINE WORLD WIDE EXHIBIT 10.3 TO FORM 8-K,EX-10.3,material_contract_other
110471,000090572908000476,0000905729-08-000476.txt,Complete submission text file,,other
773840,000119312518298884,d625197d8k.htm,8-K,8-K,other
773840,000119312518298884,d625197dex21.htm,EX-2.1,EX-2.1,likely_m&a_or_asset
773840,000119312518298884,0001193125-18-298884.txt,Complete submission text file,,other
773840,000093041318001953,c91293_8k.htm,,8-K,other
773840,000093041318001953,0000930413-18-001953.txt,Complete submission text file,,other
773840,000119312518288474,d584530d8k.htm,FORM 8-K,8-K,other
773840,000119312518288474,0001193125-18-288474.txt,Complete submission text file,,other
773840,000093041318002493,c91763_8k.htm,,8-K,other
773840,000093041318002493,c91763_ex99-1.htm,,EX-99.1,other
773840,000093041318002493,x1_c91763x5x1.jpg,GRAPHIC,GRAPHIC,other
773840,000093041318002493,c91763_ex99-2.htm,,EX-99.2,other
773840,000093041318002493,0000930413-18-002493.txt,Complete submission text file,,other
773840,000093041318003112,c92180_8k.htm,,8-K,other
773840,000093041318003112,c92180_ex99.htm,,EX-99,other
773840,000093041318003112,0000930413-18-003112.txt,Complete submission text file,,other
773840,000093041318002042,c91406_8k.htm,,8-K,other
773840,000093041318002042,0000930413-18-002042.txt,Complete submission text file,,other
773840,000093041318003108,c92184_8k.htm,,8-K,other
773840,000093041318003108,c92184_ex99.htm,,EX-99,other
773840,000093041318003108,x3_c92184a001.jpg,GRAPHIC,GRAPHIC,other
773840,000093041318003108,x3_c92184a002.jpg,GRAPHIC,GRAPHIC,other
773840,000093041318003108,0000930413-18-003108.txt,Complete submission text file,,other
773840,000093041318002815,c91982_8k.htm,,8-K,other
773840,000093041318002815,c91982_ex99-1.htm,,EX-99.1,other
773840,000093041318002815,c91982_ex99-2.htm,,EX-99.2,other
773840,000093041318002815,x1_c91982a001.jpg,GRAPHIC,GRAPHIC,other
773840,000093041318002815,x1_c91982a002.jpg,GRAPHIC,GRAPHIC,other
773840,000093041318002815,0000930413-18-002815.txt,Complete submission text file,,other
773840,000119312518290912,d528228d8k.htm,FORM 8-K,8-K,other
773840,000119312518290912,d528228dex991.htm,EX-99.1,EX-99.1,other
773840,000119312518290912,d528228dex992.htm,EX-99.2,EX-99.2,other
773840,000119312518290912,g528228g74g95.jpg,GRAPHIC,GRAPHIC,other
773840,000119312518290912,g528228g84i76.jpg,GRAPHIC,GRAPHIC,other
773840,000119312518290912,0001193125-18-290912.txt,Complete submission text file,,other
773840,000095011704001453,a37511.txt,HONEYWELL INTERNATIONAL INC.,8-K,other
773840,000095011704001453,ex99.txt,EXHIBIT 99,EX-99,other
773840,000095011704001453,0000950117-04-001453.txt,Complete submission text file,,other
773840,000093041318002303,c91619_10q.htm,,10-Q,other
773840,000093041318002303,c91619_ex3i.htm,,EX-3.(I),other
773840,000093041318002303,c91619_ex3ii.htm,,EX-3.(II),other
773840,000093041318002303,c91619_ex12.htm,,EX-12,other
773840,000093041318002303,c91619_ex31-1.htm,,EX-31.1,other
773840,000093041318002303,c91619_ex31-2.htm,,EX-31.2,other
773840,000093041318002303,c91619_ex32-1.htm,,EX-32.1,other
