or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,any_sec_exhibit,any_sec_price,any_patent_asset_sale
PARK SOJIN,LG ELECTRONICS INC,2019-08-20,21,nan,2058873,958,2058873,2019-05-22,2019-11-18,0,0,0
PARK SUNGJUN,LG ELECTRONICS INC,2009-07-28,25,nan,2058873,959,2058873,2009-04-29,2009-10-26,0,0,0
PARK SUNHA,LG ELECTRONICS INC,2016-12-01,25,nan,2058873,960,2058873,2016-09-02,2017-03-01,0,0,0
PARK SUNHA,LG ELECTRONICS INC,2017-07-01,33,nan,2058873,961,2058873,2017-04-02,2017-09-29,0,0,0
PARK TAE JIN,LG ELECTRONICS INC,2004-09-14,35,nan,2058873,962,2058873,2004-06-16,2004-12-13,0,0,0
PARK YOUNGCHOON,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-26,25,nan,200406,963,200406,2018-06-28,2018-12-25,0,0,0
PARKER KENNY RANDOLPH,EASTMAN CHEMICAL COMPANY,2019-09-19,33,nan,915389,964,915389,2019-06-21,2019-12-18,0,0,0
PATRICK PAUL B,BEA SYSTEMS INC,2005-08-07,26,nan,1352010,965,1352010,2005-05-09,2005-11-05,0,0,0
PATTERSON WAYNE,TILE INC,2016-10-27,21,nan,1552800,966,1552800,2016-07-29,2017-01-25,0,0,0
PAULSON ERIK S,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-25,20,nan,200406,967,200406,2018-06-27,2018-12-24,0,0,0
PAYAN DONALD,RIGEL PHARMACEUTICALS INC,2003-03-04,20,nan,1034842,968,1034842,2002-12-04,2003-06-02,0,0,0
PELIKAN TECHNOLOGIES INC,SANOFIAVENTIS DEUTSCHLAND GMBH,2012-01-31,39,1321834,nan,969,1321834,2011-11-02,2012-04-30,0,0,0
PENT TECHNOLOGIES INC,GROUP DEKKO INC,2007-12-31,21,1437424,nan,970,1437424,2007-10-02,2008-03-30,0,0,0
PEREG YARON,BIOLINERX LTD,2016-06-28,20,nan,1498403,971,1498403,2016-03-30,2016-09-26,0,0,0
PETERSON GORDON JAY,STEELCASE INC,2012-10-26,21,nan,1050825,972,1050825,2012-07-28,2013-01-24,0,0,0
PETISCE JAMES R,DEXCOM INC,2005-03-08,20,nan,1093557,973,1093557,2004-12-08,2005-06-06,0,0,0
PETRENKA DYLAN,NIKE INC,2019-06-25,28,nan,320187,974,320187,2019-03-27,2019-09-23,0,0,0
PETRIE JASON G,NIKE INC,2021-01-11,24,nan,320187,975,320187,2020-10-13,2021-04-11,0,0,0
PFIZER INC,BEND RESEARCH INC,2008-11-03,42,78003,nan,976,78003,2008-08-05,2009-02-01,1,1,1
PFIZER PRODUCTS INC,BEND RESEARCH INC,2008-11-04,42,78003,nan,977,78003,2008-08-06,2009-02-02,0,0,0
PHADKE AVINASH S,ACHILLION PHARMACEUTICALS INC,2016-03-11,22,nan,1691082,978,1691082,2015-12-12,2016-06-09,0,0,0
PHELAN ROBERT E,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,23,nan,4962,979,4962,2006-07-25,2007-01-21,0,0,0
PIASKOWSKI JOEL,FORD GLOBAL TECHNOLOGIES LLC,2018-09-11,28,nan,932021,980,932021,2018-06-13,2018-12-10,0,0,0
PIASKOWSKI JOEL,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,49,nan,932021,981,932021,2019-07-11,2020-01-07,0,0,0
PINCHOT JAMES M,JMP INDUSTRIES INC,2007-03-20,29,nan,72162,982,72162,2006-12-20,2007-06-18,0,0,0
PING ERXUAN,CHANGXIN MEMORY TECHNOLOGIES INC,2021-04-14,24,nan,1321834,983,1321834,2021-01-14,2021-07-13,0,0,0
PL INDUSTRIES INC,CRIMSON TRACE CORPORATION,2019-01-09,38,72162,nan,984,72162,2018-10-11,2019-04-09,0,0,0
PLATTO GORDON,FORD GLOBAL TECHNOLOGIES LLC,2019-01-17,25,nan,932021,985,932021,2018-10-19,2019-04-17,0,0,0
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2017-03-10,21,nan,932021,986,932021,2016-12-10,2017-06-08,0,0,0
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,58,nan,932021,987,932021,2018-03-21,2018-09-17,0,0,0
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,49,nan,932021,988,932021,2019-07-11,2020-01-07,0,0,0
PODGURNY LEONARD JOHN,CANADIAN NATIONAL RAILWAY COMPANY,2002-07-17,21,nan,16868,989,16868,2002-04-18,2002-10-15,0,0,0
PONTON RICHARD A,CORNERSTONE CM INC,2014-11-11,21,nan,814083,990,814083,2014-08-13,2015-02-09,0,0,0
POOLE MICHAEL STEPHEN,HYPERFINE RESEARCH INC,2018-09-10,22,nan,1833769,991,1833769,2018-06-12,2018-12-09,0,0,0
PORTER BRANDON WILLIAM,AMAZON TECHNOLOGIES INC,2014-12-23,20,nan,1321834,992,1321834,2014-09-24,2015-03-23,0,0,0
PORTER DAVID SCOTT,EASTMAN CHEMICAL COMPANY,2006-03-24,43,nan,915389,993,915389,2005-12-24,2006-06-22,0,0,0
POWERWAVE TECHNOLOGIES INC,PWAVE HOLDINGS LLC,2013-05-22,27,1321834,nan,994,1321834,2013-02-21,2013-08-20,0,0,0
PRAHLAD ANAND,COMMVAULT SYSTEMS INC,2008-05-16,32,nan,1169561,995,1169561,2008-02-16,2008-08-14,0,0,0
PRIME VIEW INTERNATIONAL CO LTD,QUALCOMM MEMS TECHNOLOGIES INC,2006-03-03,38,1940941,1321834,996,1940941,2005-12-03,2006-06-01,0,0,0
PRIMESENSE LTD,APPLE INC,2014-08-28,54,nan,320193,997,320193,2014-05-30,2014-11-26,0,0,0
PRINCE MATTHEW BROWNING,CLOUDFLARE INC,2010-11-04,23,nan,1477333,998,1477333,2010-08-06,2011-02-02,0,0,0
PRIVATE EQUITY MANAGEMENT GROUP FINANCIAL CORPORATION,IGT,2009-01-16,116,1725033,nan,999,1725033,2008-10-18,2009-04-16,0,0,0
PROUD JAMES,HELLO INC,2013-10-11,36,nan,1610601,1000,1610601,2013-07-13,2014-01-09,0,0,0
PROVENTIV THERAPEUTICS LLC,OPKO HEALTH INC,2013-12-31,24,nan,944809,1001,944809,2013-10-02,2014-03-31,0,0,0
PRUITT JOHN DALLAS,NOVARTIS AG,2011-08-08,23,nan,1114448,1002,1114448,2011-05-10,2011-11-06,0,0,0
PSC INC,SYMBOL TECHNOLOGIES INC,2000-10-01,31,nan,1321834,1003,1321834,2000-07-03,2000-12-30,0,0,0
PUGH RANDALL B,JOHNSON JOHNSON VISION CARE INC,2013-04-19,25,nan,200406,1004,200406,2013-01-19,2013-07-18,0,0,0
QLOGIC CORPORATION,MARVELL INTERNATIONAL LTD,2005-11-04,31,nan,1940941,1005,1940941,2005-08-06,2006-02-02,0,0,0
QUALCOMM FLARION TECHNOLOGIES INC,QUALCOMM INCORPORATED,2007-04-19,26,1321834,nan,1006,1321834,2007-01-19,2007-07-18,0,0,0
QUALCOMM INCORPORATED,QUALCOMM MEMS TECHNOLOGIES INC,2008-02-22,26,nan,1321834,1007,1321834,2007-11-24,2008-05-22,0,0,0
QUICKSILVER TECHNOLOGY INC,TECHFARM VENTURES MANAGEMENT LLC,2005-10-13,22,1779474,nan,1008,1779474,2005-07-15,2006-01-11,0,0,0
QUINN CHERYL L,ATYR PHARMA INC,2013-07-22,36,nan,1339970,1009,1339970,2013-04-23,2013-10-20,0,0,0
QUINTANA MELODY,TILE INC,2016-10-28,21,nan,1552800,1010,1552800,2016-07-30,2017-01-26,0,0,0
RABINOWITZ MATTHEW,NATERA INC,2015-04-16,33,nan,1604821,1011,1604821,2015-01-16,2015-07-15,0,0,0
RADEUM INC,FREELINC TECHNOLOGIES INC,2016-03-04,24,nan,1321834,1012,1321834,2015-12-05,2016-06-02,0,0,0
RAINDANCE TECHNOLOGIES INC,BIORAD LABORATORIES INC,2019-05-03,26,1321834,12208,1013,1321834,2019-02-02,2019-08-01,0,0,0
RAITANO ARTHUR B,AGENSYS INC,2002-05-06,50,nan,924383,1014,924383,2002-02-05,2002-08-04,0,0,0
RAMBUS INC,HEFEI RELIANCE MEMORY LIMITED,2018-05-04,43,917273,nan,1015,917273,2018-02-03,2018-08-02,0,0,0
RAMESH VIJAY S,MICRON TECHNOLOGY INC,2021-07-29,23,nan,723125,1016,723125,2021-04-30,2021-10-27,0,0,0
RAO RAMAN K,IP HOLDINGS INC,2008-02-22,44,nan,1681206,1017,1681206,2007-11-24,2008-05-22,0,0,0
RAO SANJAY K,IP HOLDINGS INC,2008-02-22,33,nan,1681206,1018,1681206,2007-11-24,2008-05-22,0,0,0
RAO SUNIL K,IP HOLDINGS INC,2008-02-22,43,nan,1681206,1019,1681206,2007-11-24,2008-05-22,0,0,0
RAWLES LLC,AMAZON TECHNOLOGIES INC,2015-11-06,60,nan,1321834,1020,1321834,2015-08-08,2016-02-04,0,0,0
REARICK TODD,HYPERFINE RESEARCH INC,2015-10-27,25,nan,1833769,1021,1833769,2015-07-29,2016-01-25,0,0,0
RECIO RENATO JOHN,INTERNATIONAL BUSINESS MACHINES CORPORATION,2005-02-22,23,nan,51143,1022,51143,2004-11-24,2005-05-23,0,0,0
REED DENNIS CRAIG,FORD GLOBAL TECHNOLOGIES LLC,2013-01-10,33,nan,932021,1023,932021,2012-10-12,2013-04-10,0,0,0
REILEY MARK,TOTAL FACET TECHNOLOGIES INC,2001-02-16,32,nan,1321834,1024,1321834,2000-11-18,2001-05-17,0,0,0
REN WEIMING,HERMES MICROVISION INC,2016-12-21,23,nan,65770,1025,65770,2016-09-22,2017-03-21,0,0,0
RESCH JASON K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2017-11-27,24,nan,51143,1026,51143,2017-08-29,2018-02-25,0,0,0
RESCH JASON K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2017-12-11,25,nan,51143,1027,51143,2017-09-12,2018-03-11,0,0,0
RICHARDS JONATHAN P,CORNERSTONE CM INC,2014-11-11,21,nan,814083,1028,814083,2014-08-13,2015-02-09,0,0,0
RIGHETTI NICCOLO,MICRON TECHNOLOGY INC,2020-12-30,21,nan,723125,1029,723125,2020-10-01,2021-03-30,0,0,0
RINGCENTRAL IP HOLDINGS INC,RINGCENTRAL INC,2020-07-02,209,1384905,1384905,1030,1384905,2020-04-03,2020-09-30,0,0,0
RINGCENTRAL IP HOLDINGS INC,RINGCENTRAL INC,2022-01-06,186,1384905,1384905,1031,1384905,2021-10-08,2022-04-06,0,0,0
RIVERSTONE NETWORKS INC,LUCENT TECHNOLOGIES INC,2006-04-27,35,nan,1726079,1032,1726079,2006-01-27,2006-07-26,0,0,0
RIVIAN AUTOMOTIVE INC,RIVIAN IP HOLDINGS LLC,2019-05-13,21,1874178,nan,1033,1874178,2019-02-12,2019-08-11,0,0,0
RIVIAN AUTOMOTIVE LLC,RIVIAN AUTOMOTIVE INC,2019-05-13,21,nan,1874178,1034,1874178,2019-02-12,2019-08-11,0,0,0
ROACH MICHAEL T,PIONEER HIBRED INTERNATIONAL INC,2010-04-20,20,nan,105319,1035,105319,2010-01-20,2010-07-19,0,0,0
ROACH MICHAEL T,PIONEER HIBRED INTERNATIONAL INC,2012-02-09,23,nan,105319,1036,105319,2011-11-11,2012-05-09,0,0,0
ROBERTSON CHRISTIAN,TMOBILE USA INC,2009-05-08,23,nan,1283699,1037,1283699,2009-02-07,2009-08-06,0,0,0
ROBINSON CHARLES,DOLBY LABORATORIES LICENSING CORPORATION,2012-05-03,22,nan,1308547,1038,1308547,2012-02-03,2012-08-01,0,0,0
ROCKSTAR BIDCO LP,APPLE,2012-05-11,73,nan,320193,1039,320193,2012-02-11,2012-08-09,0,0,0
ROCKSTAR BIDCO LP,APPLE INC,2012-05-11,1131,nan,320193,1040,320193,2012-02-11,2012-08-09,0,0,0
ROGER RODOLFO,BAXTER INTERNATIONAL INC,2005-01-26,28,nan,10456,1041,10456,2004-10-28,2005-04-26,0,0,0
ROGMAN KEITH,FORD GLOBAL TECHNOLOGIES LLC,2017-10-24,30,nan,932021,1042,932021,2017-07-26,2018-01-22,0,0,0
ROHRBACH MATTHEW DEAN,APPLE COMPUTER INC,2005-10-18,22,nan,320193,1043,320193,2005-07-20,2006-01-16,0,0,0
ROHRBACH MATTHEW DEAN,APPLE INC,2007-12-13,35,nan,320193,1044,320193,2007-09-14,2008-03-12,0,0,0
ROHRBACH MATTHEW DEAN,APPLE INC,2014-12-08,21,nan,320193,1045,320193,2014-09-09,2015-03-08,0,0,0
ROHRBACH MATTHEW DEAN,APPLE INC,2015-01-26,39,nan,320193,1046,320193,2014-10-28,2015-04-26,0,0,0
ROSETTA INPHARMATICS LLC,MERCK CO INC,2009-06-25,23,nan,310158,1047,310158,2009-03-27,2009-09-23,0,0,0
ROSINKO MICHAEL J,BETA BIONICS INC,2020-09-25,22,nan,1674632,1048,1674632,2020-06-27,2020-12-24,0,0,0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2013-07-17,21,nan,1321834,1049,1321834,2013-04-18,2013-10-15,0,0,0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2014-01-22,22,nan,1321834,1050,1321834,2013-10-24,2014-04-22,0,0,0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2014-09-10,20,nan,1321834,1051,1321834,2014-06-12,2014-12-09,0,0,0
ROTH GREGORY BRANCHEK,AMAZON TECHNOLOGIES INC,2015-04-15,26,nan,1321834,1052,1321834,2015-01-15,2015-07-14,0,0,0
ROTHBERG JONATHAN M,BUTTERFLY NETWORK INC,2017-11-02,21,nan,1804176,1053,1804176,2017-08-04,2018-01-31,0,0,0
ROTHBERG JONATHAN M,HYPERFINE RESEARCH INC,2015-10-28,26,nan,1833769,1054,1833769,2015-07-30,2016-01-26,0,0,0
ROWLEY MATTHEW DAVID,MICRON TECHNOLOGY INC,2018-03-16,20,nan,723125,1055,723125,2017-12-16,2018-06-14,0,0,0
RUDNITSKAYA ALEKSANDRA,FORMA THERAPEUTICS INC,2016-02-23,20,nan,1001316,1056,1001316,2015-11-25,2016-05-23,0,0,0
RUSSELLCLARKE PETER,APPLE INC,2007-12-13,35,nan,320193,1057,320193,2007-09-14,2008-03-12,0,0,0
RUSSELLCLARKE PETER,APPLE INC,2014-12-08,21,nan,320193,1058,320193,2014-09-09,2015-03-08,0,0,0
RUSSELLCLARKE PETER,APPLE INC,2015-01-23,38,nan,320193,1059,320193,2014-10-25,2015-04-23,0,0,0
RUSSELLCLARKE PETER,APPLE INC,2020-07-01,20,nan,320193,1060,320193,2020-04-02,2020-09-29,0,0,0
RUTERMAN JON KEVIN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-20,23,nan,4962,1061,4962,2006-07-22,2007-01-18,0,0,0
RYU INHWAN,LG ELECTRONICS INC,2016-12-29,25,nan,2058873,1062,2058873,2016-09-30,2017-03-29,0,0,0
SABIC GLOBAL TECHNOLOGIES BV,SHPP GLOBAL TECHNOLOGIES BV,2020-11-25,26,932021,932021,1063,932021,2020-08-27,2021-02-23,0,0,0
SACHETI SANDEEP K,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,nan,4962,1064,4962,2006-08-30,2007-02-26,0,0,0
SAGEM SA,JOHNSON CONTROLS AUTOMOTIVE ELECTRONICS,2002-10-07,34,nan,200406,1065,200406,2002-07-09,2003-01-05,0,0,0
SAINT SEAN,DEXCOM INC,2005-03-08,33,nan,1093557,1066,1093557,2004-12-08,2005-06-06,0,0,0
SAKARYA ONUR,NATERA INC,2015-04-17,32,nan,1604821,1067,1604821,2015-01-17,2015-07-16,0,0,0
SALAPURA VALENTINA,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-07-16,25,nan,51143,1068,51143,2018-04-17,2018-10-14,0,0,0
SALIX PHARMACEUTICALS LTD,SALIX PHARMACEUTICALS INC,2018-11-14,34,2007191,1691082,1069,2007191,2018-08-16,2019-02-12,0,0,0
SALOW GLEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-10-08,36,nan,4962,1070,4962,2004-07-10,2005-01-06,0,0,0
SAMSUNG ELECTRONICS CO LTD,SAMSUNG DISPLAY CO LTD,2012-09-04,99,nan,1290109,1071,1290109,2012-06-06,2012-12-03,0,0,0
SAMSUNG SDI CO LTD,SAMSUNG MOBILE DISPLAY CO LTD,2008-12-10,39,nan,1290109,1072,1290109,2008-09-11,2009-03-10,0,0,0
SANCHEZ NEVADA J,BUTTERFLY NETWORK INC,2014-03-27,24,nan,1804176,1073,1804176,2013-12-27,2014-06-25,0,0,0
SANDERS MARTIN E,IO THERAPEUTICS INC,2017-05-05,27,nan,1840233,1074,1840233,2017-02-04,2017-08-03,0,0,0
SANDISK CORPORATION,SANDISK TECHNOLOGIES INC,2011-04-04,1782,nan,1321834,1075,1321834,2011-01-04,2011-07-03,0,0,0
SANDISK CORPORATION,SANDISK TECHNOLOGIES INC,2012-03-14,21,nan,1321834,1076,1321834,2011-12-15,2012-06-12,0,0,0
SANDISK TECHNOLOGIES LLC,WESTERN DIGITAL TECHNOLOGIES INC,2017-03-28,29,nan,1321834,1077,1321834,2016-12-28,2017-06-26,0,0,0
SANTOSUOSSO JOHN M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-25,20,nan,51143,1078,51143,2012-10-27,2013-04-25,0,0,0
SARIDAKIS GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2018-10-01,29,nan,932021,1079,932021,2018-07-03,2018-12-30,0,0,0
SATZGER DOUGLAS B,APPLE COMPUTER INC,2005-10-18,22,nan,320193,1080,320193,2005-07-20,2006-01-16,0,0,0
SATZGER DOUGLAS B,APPLE INC,2007-12-21,34,nan,320193,1081,320193,2007-09-22,2008-03-20,0,0,0
SAUNDERS LAURA,STEM CENTRX INC,2013-02-22,32,nan,1758766,1082,1758766,2012-11-24,2013-05-23,0,0,0
SAYRE PAUL BARNHART III,AMAZON TECHNOLOGIES INC,2014-08-14,22,nan,1321834,1083,1321834,2014-05-16,2014-11-12,0,0,0
SCHENK DALE B,ELAN PHARMACEUTICALS INC,1999-01-28,20,nan,1023024,1084,1023024,1998-10-30,1999-04-28,0,0,0
SCHENK DALE B,ELAN PHARMACEUTICALS INC,2000-10-02,21,nan,1023024,1085,1023024,2000-07-04,2000-12-31,0,0,0
SCHER ERIK C,SILURIA TECHNOLOGIES INC,2015-07-15,22,nan,1321834,1086,1321834,2015-04-16,2015-10-13,0,0,0
SCHOOLCRAFT BRIAN,ALLISON TRANSMISSION INC,2015-04-17,23,nan,1411207,1087,1411207,2015-01-17,2015-07-16,0,0,0
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SAIC GEMINI INC,2013-09-27,25,1571123,nan,1088,1571123,2013-06-29,2013-12-26,1,0,1
SEAGATE TECHNOLOGY INC,SEAGATE REMOVABLE STORAGE SOLUTIONS LLC,2000-06-30,25,1779474,nan,1089,1779474,2000-04-01,2000-09-28,0,0,0
SEAGATE TECHNOLOGY INC,SEAGATE TECHNOLOGY LLC,2000-06-28,869,1779474,1137789,1090,1779474,2000-03-30,2000-09-26,1,1,1
SEAGATE TECHNOLOGY INC,SEAGATE TECHNOLOGY LLC,2000-06-30,57,1779474,1137789,1091,1779474,2000-04-01,2000-09-28,0,0,0
SEID CALVIN Q,APPLE COMPUTER INC,2005-10-19,21,nan,320193,1092,320193,2005-07-21,2006-01-17,0,0,0
SELLA GUY,SOLAREDGE TECHNOLOGIES LTD,2020-01-28,20,nan,1419612,1093,1419612,2019-10-30,2020-04-27,0,0,0
SEO DONGYOUN,LG ELECTRONICS INC,2013-02-28,27,nan,2058873,1094,2058873,2012-11-30,2013-05-29,0,0,0
SEO HANBYUL,LG ELECTRONICS INC,2015-01-13,23,nan,2058873,1095,2058873,2014-10-15,2015-04-13,0,0,0
SEOK YONGHO,LG ELECTRONICS INC,2014-11-11,21,nan,2058873,1096,2058873,2014-08-13,2015-02-09,0,0,0
SEONG JEASEOK,LG ELECTRONICS INC,2013-07-22,20,nan,2058873,1097,2058873,2013-04-23,2013-10-20,0,0,0
SEONG JEASEOK,LG ELECTRONICS INC,2017-03-10,29,nan,2058873,1098,2058873,2016-12-10,2017-06-08,0,0,0
SHAFER RYAN JAMES,BECTON DICKINSON AND COMPANY,2012-05-16,20,nan,10795,1099,10795,2012-02-16,2012-08-14,0,0,0
SHAFFER BENJAMIN ANDREW,APPLE INC,2014-12-08,21,nan,320193,1100,320193,2014-09-09,2015-03-08,0,0,0
SHAFFER BENJAMIN ANDREW,APPLE INC,2015-01-19,36,nan,320193,1101,320193,2014-10-21,2015-04-19,0,0,0
SHAFFER BENJAMIN ANDREW,APPLE INC,2020-07-02,20,nan,320193,1102,320193,2020-04-03,2020-09-30,0,0,0
SHAH SHILPA R,TMOBILE USA INC,2009-05-06,23,nan,1283699,1103,1283699,2009-02-05,2009-08-04,0,0,0
SHAO HUI,STEM CENTRX INC,2013-02-22,32,nan,1758766,1104,1758766,2012-11-24,2013-05-23,0,0,0
SHARIFI MEHR NIMA,AMAZON TECHNOLOGIES INC,2015-09-28,22,nan,1321834,1105,1321834,2015-06-30,2015-12-27,0,0,0
SHARP CORPORATION,KONINKLIJKE PHILIPS NV,2015-09-30,31,nan,313216,1106,313216,2015-07-02,2015-12-29,0,0,0
SHARPE RICHARD JAMES,NUTANIX INC,2017-01-31,23,nan,1618732,1107,1618732,2016-11-02,2017-05-01,0,0,0
SHEARER ROBERT A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-31,26,nan,51143,1108,51143,2012-11-02,2013-05-01,0,0,0
SHENZHEN CHINA STAR OPTOELECTRONICS TECHNOLOGY CO LTD,SHENZHEN CHINA STAR OPTOELECTRONICS SEMICONDUCTOR DISPLAY TECHNOLOGY CO LTD,2017-09-18,24,nan,1290109,1109,1290109,2017-06-20,2017-12-17,0,0,0
SHIH DAYUAN,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-04-30,34,nan,51143,1110,51143,1993-01-30,1993-07-29,0,0,0
SHIN JONGYOUN,LG ELECTRONICS INC,2016-12-01,25,nan,2058873,1111,2058873,2016-09-02,2017-03-01,0,0,0
SHIRE HUMAN GENETIC THERAPIES INC,RANA THERAPEUTICS INC,2016-12-19,52,nan,1442836,1112,1442836,2016-09-20,2017-03-19,0,0,0
SHRIVASTAVA DHAIRYA,VIEW INC,2016-05-10,21,nan,1865429,1113,1865429,2016-02-10,2016-08-08,0,0,0
SIBSON DUNCAN,GLOBUS MEDICAL INC,2009-06-01,31,nan,1237831,1114,1237831,2009-03-03,2009-08-30,0,0,0
SIGURJONSSON STYRMIR,NATERA INC,2015-04-17,33,nan,1604821,1115,1604821,2015-01-17,2015-07-16,0,0,0
SILICON GRAPHICS INC,SILICON GRAPHICS INTERNATIONAL INC,2009-05-08,54,nan,105319,1116,105319,2009-02-07,2009-08-06,1,0,0
SILICON GRAPHICS INTERNATIONAL CORP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2017-05-01,32,nan,1645590,1117,1645590,2017-01-31,2017-07-30,0,0,0
SILVANTO MIKAEL,APPLE INC,2014-12-08,21,nan,320193,1118,320193,2014-09-09,2015-03-08,0,0,0
SILVANTO MIKAEL,APPLE INC,2015-01-19,39,nan,320193,1119,320193,2014-10-21,2015-04-19,0,0,0
SILVER PEAK SYSTEMS INC,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2021-10-27,174,nan,1645590,1120,1645590,2021-07-29,2022-01-25,0,0,0
SIMONS WAYNE K,PACCAR INC,2005-09-09,22,nan,75362,1121,75362,2005-06-11,2005-12-08,0,0,0
SIMPSON PETER C,DEXCOM INC,2013-05-21,23,nan,1093557,1122,1093557,2013-02-20,2013-08-19,0,0,0
SINGH ABHISHEK RANJAN,CISCO TECHNOLOGY INC,2016-07-11,21,nan,1779474,1123,1779474,2016-04-12,2016-10-09,0,0,0
SINGH RAJINDER,RIGEL PHARMACEUTICALS INC,2003-03-04,20,nan,1034842,1124,1034842,2002-12-04,2003-06-02,0,0,0
SINHA SUDHI R,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-10-02,25,nan,200406,1125,200406,2018-07-04,2018-12-31,0,0,0
SINHAROY BALARAM,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,25,nan,51143,1126,51143,2007-11-02,2008-04-30,0,0,0
SIRF TECHNOLOGY HOLDINGS INC,SIRF TECHNOLOGY INC,2002-06-20,20,1779474,1126741,1127,1779474,2002-03-22,2002-09-18,0,0,0
SISLER CHRISTINE J,PEPSICO INC,2012-03-05,20,nan,77476,1128,77476,2011-12-06,2012-06-03,0,0,0
SKYLER TECHNOLOGY INC,ROBERT T AND VIRGINIA T JENKINS AS TRUSTEES OF THE JENKINS FAMILY TRUST DATED FEB 8 2002,2010-01-12,30,1819974,nan,1129,1819974,2009-10-14,2010-04-12,0,0,0
SLEGEL TIMOTHY J,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-10,22,nan,51143,1130,51143,2007-10-12,2008-04-09,0,0,0
SMALL JESSICA,NIKE INC,2019-12-19,26,nan,320187,1131,320187,2019-09-20,2020-03-18,0,0,0
SMITH BRUCE M,STEELCASE INC,2012-10-15,23,nan,1050825,1132,1050825,2012-07-17,2013-01-13,0,0,0
SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE,AFFINIUM PHARMACEUTICALS INC,2002-12-18,20,nan,1388320,1133,1388320,2002-09-19,2003-03-18,0,0,0
SMITHS MEDICAL ASD INC,TANDEM DIABETES CARE INC,2012-07-16,21,nan,1438133,1134,1438133,2012-04-17,2012-10-14,0,0,0
SNAP APPLIANCE INC,ADAPTEC INC,2004-09-29,20,1564408,nan,1135,1564408,2004-07-01,2004-12-28,0,0,0
SNAPCHAT INC,SNAP INC,2016-09-23,260,nan,1564408,1136,1564408,2016-06-25,2016-12-22,0,0,0
SOLARBRIDGE TECHNOLOGIES INC,SUNPOWER CORPORATION,2014-12-18,20,1419612,nan,1137,1419612,2014-09-19,2015-03-18,0,0,0
SOLARFLARE COMMUNICATIONS INC,MARVELL INTERNATIONAL LTD,2011-04-18,30,nan,1940941,1138,1940941,2011-01-18,2011-07-17,0,0,0
SON NERRY,LG ELECTRONICS INC,2019-08-19,21,nan,2058873,1139,2058873,2019-05-21,2019-11-17,0,0,0
SON SUNGGYUN,LG ELECTRONICS INC,2021-03-30,42,nan,2058873,1140,2058873,2020-12-30,2021-06-28,0,0,0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-08-14,29,nan,2058873,1141,2058873,2008-05-16,2008-11-12,0,0,0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-13,24,nan,2058873,1142,2058873,2008-07-15,2009-01-11,0,0,0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-20,41,nan,2058873,1143,2058873,2008-07-22,2009-01-18,0,0,0
SONG JINHAN,SK TELECOM CO LTD,2013-03-15,22,nan,1015650,1144,1015650,2012-12-15,2013-06-13,0,0,0
SONG WON GYU,LG ELECTRONICS INC,2006-09-29,23,nan,2058873,1145,2058873,2006-07-01,2006-12-28,0,0,0
SONG WON GYU,LG ELECTRONICS INC,2007-07-04,32,nan,2058873,1146,2058873,2007-04-05,2007-10-02,0,0,0
SONG WON GYU,LG ELECTRONICS INC,2007-07-26,30,nan,2058873,1147,2058873,2007-04-27,2007-10-24,0,0,0
SONG WON GYU,LG ELECTRONICS INC,2008-08-26,50,nan,2058873,1148,2058873,2008-05-28,2008-11-24,0,0,0
